Pull,Z1_temp,Z2_temp,Z2_Bottom,Z3_temp,Z3_Bottom,Z4_Left temp,Z4_Centre temp,Z4_Right temp,sheet_thickness,Actual_thick_Min. LHS,Actual_thick_Max. LHS,Actual_thick_Min.  Center,Actual_thick_Max. Center,Actual_thick_Min. RHS,Actual_thick_Max. RHS,Roller_speed_Top,Roller_speed_Bottom,Roller_speed_Carriage,Roller_speed_Table,LEHR_SPEED,Pick_up_mark
199.26,1336,1259,1278,1217,1248,1172,1164,1165,2,2.09,2.13,1.96,2.07,2.15,2.18,733,733,857,1014,1096,16.97
188.63,1336.00,1257.00,1277.00,1220.00,1248.00,1175.00,1167.00,1168.00,2.00,2.05,2.15,1.95,2.07,2.08,2.15,725.00,725.00,944.00,1048.00,1091.00,6.31
200.86,1330.00,1253.00,1272.00,1220.00,1247.00,1171.00,1163.00,1163.00,2.00,2.07,2.14,1.96,2.04,2.15,2.19,708.00,708.00,917.00,1010.00,1067.00,20.44
195.87,1330.00,1251.00,1271.00,1218.00,1245.00,1171.00,1163.00,1163.00,2.00,2.10,2.15,1.96,2.01,2.09,2.16,708.00,708.00,917.00,1010.00,1067.00,17.21
197.07,1330.00,1252.00,1271.00,1219.00,1246.00,1172.00,1164.00,1164.00,2.00,2.09,2.13,1.98,2.02,2.14,2.17,716.00,716.00,927.00,1021.00,1079.00,24.56
197.97,1330.00,1254.00,1273.00,1219.00,1247.00,1173.00,1164.00,1165.00,2.00,2.13,2.17,1.99,2.03,2.12,2.18,709.00,709.00,925.00,1018.00,1076.00,29.61
195.64,1330.00,1240.00,1265.00,1193.00,1226.00,1149.00,1139.00,1140.00,2.00,2.80,2.92,2.69,2.84,2.71,2.78,621.00,621.00,696.00,769.00,793.00,19.74
203.02,1333.00,1242.00,1267.00,1195.00,1228.00,1148.00,1139.00,1141.00,2.80,2.67,2.79,2.66,2.76,2.67,2.74,637.00,637.00,714.00,789.00,814.00,18.64
204.84,1350.00,1253.00,1280.00,1197.00,1232.00,1143.00,1140.00,1147.00,2.80,2.72,2.82,2.65,2.76,2.65,2.77,644.00,644.00,729.00,797.00,829.00,16.81
205.64,1347.00,1254.00,1280.00,1197.00,1233.00,1143.00,1141.00,1148.00,2.80,2.78,2.88,2.70,2.85,2.69,2.77,662.00,662.00,727.00,803.00,823.00,20.95
205.41,1330.00,1248.00,1264.00,1190.00,1223.00,1138.00,1135.00,1141.00,2.80,3.17,3.31,3.00,3.20,3.14,3.21,590.00,590.00,615.00,678.00,695.00,14.79
200.66,1334.00,1243.00,1268.00,1193.00,1227.00,1139.00,1137.00,1141.00,3.20,3.16,3.25,3.02,3.19,3.21,3.26,600.00,600.00,628.00,693.00,711.00,12.63
205.34,1334.00,1243.00,1267.00,1194.00,1228.00,1144.00,1139.00,1143.00,3.20,3.13,3.24,3.03,3.20,3.21,3.22,609.00,609.00,638.00,704.00,722.00,14.28
203.79,1334.00,1242.00,1267.00,1193.00,1227.00,1140.00,1138.00,1143.00,3.20,3.11,3.24,3.02,3.27,3.10,3.24,705.00,705.00,634.00,699.00,717.00,16.09
204.99,1334.00,1243.00,1268.00,1195.00,1228.00,1143.00,1138.00,1140.00,3.20,3.13,3.19,3.04,3.25,3.14,3.27,607.00,607.00,634.00,699.00,717.00,13.20
205.87,1334.00,1241.00,1266.00,1192.00,1226.00,1137.00,1136.00,1143.00,3.20,3.17,3.25,3.06,3.19,3.26,3.34,607.00,607.00,634.00,699.00,717.00,14.94
203.58,1333.00,1242.00,1266.00,1193.00,1226.00,1139.00,1137.00,1144.00,3.20,3.19,3.34,3.00,3.19,3.15,3.29,607.00,607.00,634.00,699.00,717.00,15.69
202.12,1333.00,1241.00,1265.00,1191.00,1224.00,1136.00,1135.00,1142.00,3.20,3.11,3.20,3.01,3.15,3.12,3.21,607.00,607.00,634.00,699.00,717.00,15.58
205.8,1333.00,1241.00,1265.00,1192.00,1225.00,1136.00,1135.00,1143.00,3.20,3.16,3.26,3.00,3.26,3.16,3.22,607.00,607.00,634.00,699.00,717.00,11.91
205.66,1333.00,1240.00,1265.00,1190.00,1224.00,1135.00,1134.00,1141.00,3.20,3.18,3.24,3.01,3.20,3.19,3.28,607.00,607.00,634.00,699.00,717.00,13.55
201.63,1333.00,1239.00,1265.00,1191.00,1224.00,1136.00,1134.00,1141.00,3.20,3.16,3.26,3.02,3.26,3.28,3.36,607.00,607.00,634.00,699.00,717.00,10.81
202.19,1333.00,1240.00,1266.00,1191.00,1225.00,1136.00,1135.00,1143.00,3.20,3.05,3.20,3.01,3.18,3.12,3.24,607.00,607.00,634.00,699.00,717.00,9.14
201.99,1330.00,1239.00,1263.00,1189.00,1223.00,1134.00,1133.00,1140.00,3.20,2.89,2.99,2.75,2.86,2.82,2.91,616.00,616.00,688.00,756.00,792.00,3.14
207.33,1330.00,1239.00,1263.00,1189.00,1222.00,1134.00,1133.00,1140.00,2.80,2.89,2.93,2.84,2.90,2.89,2.94,614.00,614.00,686.00,756.00,792.00,4.35
207.77,1331.00,1240.00,1264.00,1190.00,1224.00,1134.00,1133.00,1141.00,2.80,2.66,2.80,2.74,2.82,2.68,2.76,604.00,604.00,675.00,748.00,782.00,5.75
198.87,1331.00,1240.00,1264.00,1190.00,1223.00,1134.00,1133.00,1141.00,2.80,2.86,2.91,2.78,2.86,2.88,2.93,604.00,604.00,675.00,748.00,782.00,9.39
203.82,1332.00,1238.00,1263.00,1187.00,1221.00,1132.00,1131.00,1138.00,2.80,3.28,3.34,3.01,3.14,3.28,3.34,613.00,613.00,648.00,696.00,728.00,6.67
202.55,1332.00,1258.00,1276.00,1223.00,1251.00,1175.00,1167.00,1168.00,3.20,2.03,2.11,1.80,1.86,2.01,2.09,719.00,719.00,1010.00,1063.00,1112.00,11.39
194.56,1331.00,1254.00,1274.00,1218.00,1247.00,1175.00,1166.00,1168.00,2.00,2.08,2.12,1.86,1.92,2.07,2.10,715.00,715.00,989.00,1030.00,1094.00,10.95
196.80,1331.00,1255.00,1274.00,1219.00,1248.00,1177.00,1168.00,1169.00,2.00,2.13,2.19,1.91,2.01,2.14,2.19,712.00,712.00,989.00,1030.00,1094.00,12.44
196.01,1332.00,1255.00,1275.00,1219.00,1248.00,1177.00,1167.00,1169.00,2.00,2.10,2.19,1.95,2.01,2.15,2.19,710.00,710.00,989.00,1034.00,1094.00,13.58
198.96,1331.00,1240.00,1265.00,1192.00,1225.00,1138.00,1136.00,1144.00,2.00,3.19,3.30,3.05,3.13,3.33,3.36,570.00,570.00,597.00,662.00,692.00,11.64
202.64,1331.00,1240.00,1264.00,1191.00,1224.00,1136.00,1134.00,1142.00,3.20,3.24,3.29,3.04,3.15,3.30,3.34,575.00,575.00,602.00,667.00,697.00,9.57
202.35,1330.00,1239.00,1263.00,1191.00,1223.00,1136.00,1134.00,1142.00,3.20,2.85,2.88,2.73,2.79,2.79,2.85,610.00,610.00,679.00,751.00,789.00,9.13
205.88,1330.00,1253.00,1273.00,1225.00,1251.00,1179.00,1172.00,1175.00,2.80,2.08,2.11,1.87,1.98,2.12,2.16,730.00,730.00,1000.00,1048.00,1131.00,13.60
203.74,1330.00,1253.00,1273.00,1226.00,1252.00,1182.00,1174.00,1178.00,2.00,2.08,2.10,1.86,1.93,2.08,2.11,730.00,730.00,1000.00,1048.00,1131.00,13.84
202.37,1330.00,1251.00,1272.00,1228.00,1250.00,1181.00,1174.00,1179.00,2.00,2.06,2.11,1.87,1.97,2.06,2.09,730.00,730.00,1000.00,1048.00,1131.00,14.13
204.29,1330.00,1250.00,1271.00,1226.00,1250.00,1181.00,1174.00,1179.00,2.00,2.08,2.14,1.87,1.93,2.04,2.07,730.00,730.00,1000.00,1048.00,1131.00,9.26
203.06,1330.00,1251.00,1272.00,1128.00,1251.00,1182.00,1175.00,1179.00,2.00,2.05,2.11,1.89,2.01,2.04,2.11,730.00,730.00,1000.00,1048.00,1131.00,18.39
202.39,1330.00,1250.00,1271.00,1227.00,1250.00,1181.00,1174.00,1179.00,2.00,2.04,2.07,1.85,1.94,2.08,2.18,730.00,730.00,1000.00,1048.00,1131.00,13.43
202.55,1330.00,1250.00,1270.00,1226.00,1249.00,1180.00,1173.00,1177.00,2.00,2.07,2.16,1.86,1.94,2.07,2.13,730.00,730.00,1000.00,1048.00,1131.00,16.74
204.19,1329.00,1250.00,1270.00,1227.00,1250.00,1181.00,1174.00,1179.00,2.00,2.11,2.16,1.86,1.96,2.10,2.16,730.00,730.00,1000.00,1048.00,1131.00,11.09
201.59,1328.00,1250.00,1270.00,1227.00,1249.00,1181.00,1174.00,1179.00,2.00,2.10,2.13,1.88,1.96,2.10,2.14,730.00,730.00,1000.00,1048.00,1131.00,11.73
204.96,1328.00,1249.00,1270.00,1226.00,1249.00,1180.00,1173.00,1178.00,2.00,2.15,2.19,1.91,1.97,2.12,2.16,730.00,730.00,1000.00,1048.00,1131.00,10.58
203.10,1327.00,1248.00,1269.00,1225.00,1248.00,1179.00,1172.00,1177.00,2.00,2.12,2.17,1.88,1.95,2.10,2.14,730.00,730.00,1000.00,1048.00,1131.00,11.47
205.49,1327.00,1251.00,1270.00,1225.00,1249.00,1180.00,1173.00,1177.00,2.00,2.08,2.13,1.88,1.96,2.10,2.16,730.00,730.00,1000.00,1048.00,1131.00,11.29
203.91,1325.00,1250.00,1269.00,1225.00,1249.00,1182.00,1173.00,1177.00,2.00,2.12,2.14,1.89,1.96,2.13,2.14,730.00,730.00,1000.00,1048.00,1131.00,9.98
203.36,1325.00,1250.00,1269.00,1224.00,1248.00,1181.00,1172.00,1177.00,2.00,2.11,2.16,1.88,1.96,2.11,2.15,730.00,730.00,1000.00,1048.00,1131.00,12.45
204.40,1324.00,1250.00,1269.00,1225.00,1248.00,1181.00,1172.00,1177.00,2.00,2.12,2.15,1.88,1.95,2.10,2.14,730.00,730.00,1000.00,1048.00,1131.00,12.40
204.14,1325.00,1250.00,1270.00,1225.00,1249.00,1181.00,1173.00,1177.00,2.00,2.13,2.17,1.88,1.95,2.12,2.15,730.00,730.00,1000.00,1048.00,1131.00,13.13
204.09,1323.00,1248.00,1267.00,1223.00,1247.00,1180.00,1171.00,1176.00,2.00,2.10,2.15,1.89,1.96,2.11,2.17,730.00,730.00,1000.00,1048.00,1131.00,13.02
208.91,1322.00,1252.00,1269.00,1226.00,1250.00,1181.00,1173.00,1173.00,2.00,2.15,2.17,1.92,2.00,2.14,2.18,730.00,730.00,1000.00,1048.00,1131.00,11.71
204.36,1322.00,1251.00,1268.00,1226.00,1250.00,1182.00,1173.00,1178.00,2.00,2.15,2.18,1.89,1.95,2.14,2.17,730.00,730.00,1000.00,1048.00,1131.00,7.27
204.61,1320.00,1234.00,1258.00,1187.00,1220.00,1134.00,1131.00,1141.00,2.00,3.28,3.38,3.06,3.13,3.33,3.36,545.00,599.00,630.00,672.00,704.00,4.22
203.18,1320.00,1230.00,1255.00,1182.00,1215.00,1128.00,1126.00,1135.00,3.20,3.30,3.36,3.06,3.16,3.35,3.44,545.00,599.00,630.00,672.00,704.00,6.61
204.87,1320.00,1230.00,1256.00,1182.00,1215.00,1127.00,1126.00,1135.00,3.20,3.26,3.31,3.05,3.13,3.32,3.36,545.00,599.00,630.00,672.00,704.00,8.18
203.73,1320.00,1230.00,1254.00,1181.00,1214.00,1126.00,1125.00,1134.00,3.20,3.25,3.31,3.05,3.12,3.32,3.38,545.00,599.00,630.00,672.00,704.00,5.77
202.63,1320.00,1229.00,1254.00,1181.00,1214.00,1126.00,1124.00,1133.00,3.20,3.26,3.31,3.04,3.10,3.29,3.34,545.00,599.00,630.00,672.00,704.00,9.24
202.90,1320.00,1230.00,1235.00,1182.00,1215.00,1127.00,1126.00,1135.00,3.20,3.31,3.38,3.04,3.10,3.30,3.33,545.00,599.00,630.00,672.00,704.00,8.94
